# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 60K of event 'cycles'
# Event count (approx.): 721080396983
#
# Children      Self       Samples  Command  Shared Object     Symbol                                      
# ........  ........  ............  .......  ................  ............................................
#
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000251adb8d
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000899fb90
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000111afc55
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001432f09f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000200097e9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011b128df
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000dd21598
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002c114639
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000034db2012
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003442d9ac
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000232f00f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000027bdd349
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000018fe2180
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000003b5990a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000b22b111
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000633159c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000388a5d7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f4da26e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000030fe7e84
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000eb607de
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000b6b6cbe
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001fb1ea71
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000371745ba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001b5ffe43
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001a5c08a8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001d03f485
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000014cd094
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000026fdf417
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000035bff936
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001840a89f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000352aa528
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000006a56ba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000006cad18b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003b8f2234
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001d06145c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003468f86b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001cdd7623
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000008765b40
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000014864605
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000274c1f67
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000316e7716
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000061c6582
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000274cb290
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000d39f50e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002025ab0f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000274abd34
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001b5fc63f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000156addb3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000373e999c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000092cfa21
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000ad5f428
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001439d522
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000019a5db8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000028a6515f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000039a0a62f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000360d2b47
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000014ebfd5
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000068391fc
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000242c51ad
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003a13534d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000bdc68cd
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000001bd434d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002d8d2095
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001b3d071a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001058e1c6
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001c902dde
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000028a38a86
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001783056a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000001009cbf
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002a1e470d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000eb4a791
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000015deea87
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000020bbc4d2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000035e73e80
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000015dfe8a3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000b4cdcd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001aa199c3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000cc654bc
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000057ba0ad
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000261a4212
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003194f073
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000d38496d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000025a923de
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001aa2161e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001708c425
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000236cd9fd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c52ab45
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000e652d2a
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000030b1c5f9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011153d0c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002d3c85c4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000316d0d51
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001759f99e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001a565cbe
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003af70142
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002e731590
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000001e5e94
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000016033629
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001a2d4a55
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000038ba2285
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000692021
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001d0588d0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000249d49e3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001dea328d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000158caff2
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000028f26f8f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000421a434
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000021550679
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000018d69ebe
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000308909ba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001bd53510
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001cc05c3f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000004b8eb4f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002c8263fa
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003b8e8486
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002cd09bc0
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001f65cc8c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001a08ea22
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000008e3ec28
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e0d1b11
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c5089bd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000016500e31
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000046a643a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002ca9f51d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001dc148ea
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002a23c513
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003360b3da
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000242ddcfc
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001308bffd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000249d4294
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000ab3c51b
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002285ab53
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003b1d29e3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000012de44a6
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000245057ee
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003a5f08c7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e0f2edb
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000010a65fba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002adff58f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001c91efdf
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000386fcc97
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000209a6334
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002878befe
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000a8c4344
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000012948c33
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000030d491de
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000004060c6
